Sector subsector y rama,1,2,3,4,2006,1.1,2.1,3.1,4.1,2007,1.2,2.2,3.2,4.2,Unnamed: 15,1.3,2.3,3.3,4.3,Unnamed: 20,1.4,2.4,3.4,4.4,Unnamed: 25,1.5,2.5,3.5,4.5,Unnamed: 30,1.6,2.6,3.6,4.6,Unnamed: 35,1.7,2.7,3.7,4.7,Unnamed: 40,1.8,2.8,3.8,4.8,Unnamed: 45,1.9,2.9,3.9,4.9,Unnamed: 50,1.10,2.10,3.10,4.10,Unnamed: 55,1.11,2.11,3.11,4.11,Unnamed: 60,1.12,2.12,3.12,4.12,Unnamed: 65,1.13,2.13,3.13,4.13,Unnamed: 70,1.14,2.14,3.14,4.14,Unnamed: 75,1.15,2.15,3.15,4.15,Total 2021,1.16,2.16,3.16,4.16,Total 2022,1.17,2.17,3.17,4.17,Total 2023,1.18,2.18,Total 2024,Total general
4842 Autotransporte de carga especializado,0.0,0.0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0.0,3.5,3.7,C,C,C,C,10.1,C,C,C,C,C,C,0.0,C,C,C,C,C,C,C,C,0.0,0.0,0.0,C,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,C,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3
485 Transporte terrestre de pasajero  excepto por ferrocarril,0.0,0.0,C,C,C,C,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,2.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,103.7
4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,0.0,0.0,0.0,C,C,C,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4853 Servicio de taxis y limusinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4855 Alquiler de autobuses con chofer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4859 Otro transporte terrestre de pasajeros,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,4.6
486 Transporte por ductos,40.7,44.7,39.5,-4.1,120.8,23.4,-8.5,2.4,217.6,234.9,194.6,798.6,19.4,-52.8,959.7,35.1,-9.1,67.6,-200.0,-106.4,105.3,141.7,32.4,170.5,449.9,21.9,45.7,7.8,27.0,102.4,298.9,89.0,46.2,484.8,919.0,136.9,226.5,256.9,326.2,946.5,259.7,411.8,173.9,325.1,"1,170.5",80.7,191.8,149.0,"1,445.3","1,866.7",161.2,374.3,379.2,412.9,"1,327.6",234.2,727.3,569.7,693.6,"2,224.9",372.9,155.5,-127.1,99.2,500.5,195.7,121.8,-18.1,39.6,339.0,22.4,32.5,6.1,8.8,69.8,476.1,"1,656.6",110.1,16.2,"2,258.9",600.5,329.6,-499.4,448.2,879.0,110.0,549.5,762.3,503.1,"1,924.8","1,969.4",-24.2,"1,945.2","18,133.8"
4861 Transporte de petróleo crudo por ductos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4862 Transporte de gas natural por ductos,40.7,44.7,39.5,-4.1,120.8,23.4,-8.5,2.4,217.6,234.9,194.6,798.6,19.4,-52.8,959.7,35.1,-9.1,67.6,-200.0,-106.4,105.3,141.7,32.4,170.5,449.9,21.9,45.7,7.8,27.0,102.4,298.9,89.0,46.2,484.8,919.0,136.9,226.5,256.9,326.2,946.5,259.7,411.8,173.9,325.1,"1,170.5",80.7,191.8,149.0,"1,445.3","1,866.7",161.2,374.3,379.2,412.9,"1,327.6",234.2,727.3,565.7,693.6,"2,220.9",372.9,155.5,-127.1,99.2,500.5,195.7,121.8,-18.1,39.6,339.0,22.4,32.5,6.1,8.8,69.8,476.1,"1,656.6",110.1,16.2,"2,258.9",600.5,329.6,-499.4,448.2,879.0,110.0,549.5,762.3,503.1,"1,924.8","1,966.3",-24.2,"1,942.1","18,126.6"
4869 Transporte por ductos de otros productos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,C,7.2
487 Transporte turístico,C,0.8,0.0,C,2.9,C,C,C,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,C,C,C,C,C,C,0.2,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,13.7
4871 Transporte turístico por tierra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.2
4872 Transporte turístico por agua,C,0.8,0.0,C,2.9,C,C,C,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,13.5
4879 Otro transporte turístico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488 Servicios relacionados con el transporte,37.5,5.8,44.4,14.9,102.6,7.3,33.6,52.7,62.2,155.8,26.1,24.6,10.3,85.5,146.6,40.9,-0.1,-11.0,4.8,34.6,9.0,0.8,-10.5,74.8,74.1,101.8,34.8,51.3,25.6,213.6,27.4,16.4,109.2,40.4,193.4,70.2,55.5,40.1,116.9,282.8,50.6,69.7,151.5,99.6,371.4,3.4,-7.1,6.7,4.6,7.6,71.1,35.6,4.0,-3.1,107.6,91.2,8.2,6.3,84.4,190.2,137.5,17.8,-12.5,-12.9,130.0,130.1,21.5,-14.0,115.5,253.1,176.6,30.1,-0.8,-15.9,190.1,-28.3,-11.2,372.3,-15.1,317.7,138.2,5.2,-32.9,53.6,164.2,356.9,56.2,-104.5,19.6,328.1,271.3,48.2,319.5,"3,582.9"
4881 Servicios relacionados con el transporte aéreo,14.0,1.5,-1.4,C,14.8,6.8,1.2,2.6,7.0,17.6,7.7,4.0,3.7,69.3,84.8,6.4,-16.4,-2.6,1.7,-11.0,4.9,C,-1.2,84.3,90.9,89.3,C,21.7,C,112.0,0.0,0.8,45.5,C,64.2,62.0,C,28.7,30.8,155.3,29.6,39.0,65.1,29.9,163.6,-26.8,-29.1,C,-4.3,-60.2,0.3,C,C,0.0,0.3,13.6,C,0.0,C,13.3,23.6,-1.5,C,C,20.0,7.2,C,C,C,4.3,C,C,C,C,20.4,0.0,C,392.3,C,404.5,25.3,-24.6,C,-1.1,-5.7,C,0.0,C,C,101.9,C,C,C,"1,243.1"
4883 Servicios relacionados con el transporte por agua,29.8,4.2,43.3,11.8,89.2,0.2,32.0,46.2,53.9,132.3,16.7,11.0,4.0,15.0,46.8,30.0,4.7,-10.7,1.6,25.6,2.5,-4.5,-10.0,-11.2,-23.2,C,33.5,26.3,26.8,97.0,29.7,10.0,61.8,21.2,122.8,7.4,16.6,9.8,86.8,120.5,20.4,27.9,84.0,67.6,199.9,28.3,18.7,6.7,8.8,62.6,65.7,26.7,C,C,92.3,74.1,2.1,2.2,83.0,161.5,107.0,19.3,-11.5,-11.8,102.9,108.3,9.3,-11.5,113.0,219.1,147.9,22.5,-5.4,-16.7,148.4,-38.9,-9.3,-17.1,-28.6,-93.9,97.6,29.3,-27.8,48.7,147.8,255.1,56.2,-109.6,C,201.7,190.2,45.5,235.7,"2,088.9"
4884 Servicios relacionados con el transporte por carretera,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4885 Servicios de intermediación para el transporte de carga,0.2,0.0,2.2,C,2.7,0.2,0.0,0.7,1.1,2.1,0.8,8.8,1.4,0.2,11.3,3.8,11.1,0.3,0.6,15.7,C,0.4,1.0,-0.2,1.6,0.9,1.3,0.6,-3.7,-0.9,-3.6,4.4,1.0,1.7,3.7,0.6,4.8,1.7,-1.3,5.9,0.6,2.8,2.4,0.8,6.5,C,3.4,C,0.0,5.2,0.1,6.7,C,0.0,4.5,C,7.6,C,C,12.4,6.9,C,0.1,C,7.1,14.6,12.1,0.2,2.8,29.6,0.9,9.9,8.9,3.5,23.1,10.6,C,C,1.3,6.9,C,0.5,C,6.0,22.0,11.8,C,C,12.7,24.5,28.2,C,30.8,214.6
4889 Otros servicios relacionados con el transporte,C,C,C,C,-4.0,C,0.5,3.1,0.1,3.8,0.9,0.7,C,1.0,3.7,0.8,0.5,C,1.0,4.3,1.3,2.0,-0.3,1.9,4.8,1.2,0.0,C,C,5.5,1.2,C,C,C,2.8,0.2,0.3,C,0.6,1.1,C,C,C,1.3,1.3,0.0,0.0,0.0,0.0,0.0,4.9,C,3.4,C,10.5,1.5,C,C,1.5,3.0,C,C,0.0,0.0,0.0,0.0,0.1,C,C,0.1,0.0,C,C,0.0,-1.9,C,0.1,0.0,C,0.1,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,1.1,C,1.1,36.2
492 Servicios de mensajería y paquetería,-15.7,10.0,-3.7,-0.7,-10.0,-2.6,4.0,7.4,0.9,9.6,-2.4,-3.7,5.6,6.4,6.0,2.0,-2.4,-7.4,8.6,0.7,-1.3,-5.4,5.6,1.8,0.7,25.8,-32.4,28.0,10.4,31.7,103.2,14.5,9.6,36.7,164.0,11.6,6.6,17.2,6.8,42.1,21.4,35.0,8.2,5.4,70.0,1.4,11.9,1.1,3.4,17.7,C,10.4,C,-0.4,24.9,15.6,C,-171.4,171.9,14.3,28.1,27.4,18.1,16.1,89.7,35.7,C,0.0,282.4,318.1,10.0,C,10.6,17.8,26.2,9.7,3.3,1.9,C,15.0,29.7,-26.1,34.0,27.8,65.4,18.2,C,C,24.8,45.0,128.8,C,132.8,"1,063.8"
4921 Servicios de mensajería y paquetería foránea,-15.7,10.0,-3.7,-0.7,-10.0,-2.6,4.0,7.4,0.9,9.6,-2.4,-3.7,5.6,6.4,6.0,2.0,-2.4,-7.4,8.6,0.7,-1.3,-5.4,5.6,1.8,0.7,25.8,-32.4,28.0,10.4,31.7,103.2,14.5,9.6,36.7,164.0,11.6,6.6,17.2,6.8,42.1,21.4,35.0,8.2,5.4,70.0,1.4,11.9,1.1,3.4,17.7,C,10.4,C,-0.4,24.9,15.6,C,-171.5,171.9,14.3,28.1,27.4,18.1,16.1,89.7,35.7,C,C,282.4,318.1,10.0,C,10.6,17.8,26.2,9.7,C,1.9,C,15.0,29.7,-26.1,34.0,27.8,65.4,18.2,C,C,24.8,45.0,128.8,C,132.8,"1,063.6"
4922 Servicios de mensajería y paquetería local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,C,0.0,C,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,C,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.0,0.2
493 Servicios de almacenamiento,C,C,C,C,0.3,C,C,0.0,C,8.4,C,2.0,C,0.2,2.3,C,0.1,C,0.7,0.9,C,C,0.2,0.4,1.2,1.0,0.1,C,C,1.2,C,C,0.0,C,0.2,0.0,0.0,-6.8,0.0,-6.7,1.7,C,C,C,10.4,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,2.9,5.6,-3.3,C,C,C,14.8,20.5,0.0,C,0.0,0.0,C,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,1.5,0.0,1.5,0.0,C,C,0.0,C,C,0.0,C,36.9
4931 Servicios de almacenamiento,C,C,C,C,0.3,C,C,0.0,C,8.4,C,2.0,C,0.2,2.3,C,0.1,C,0.7,0.9,C,C,0.2,0.4,1.2,1.0,0.1,C,C,1.2,C,C,0.0,C,0.2,0.0,0.0,-6.8,0.0,-6.7,1.7,C,C,C,10.4,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,2.9,5.6,-3.3,C,C,C,14.8,20.5,0.0,C,0.0,0.0,C,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,1.5,0.0,1.5,0.0,C,C,0.0,C,C,0.0,C,36.9
51 Información en medios masivos,148.1,244.5,78.5,209.5,680.6,330.6,65.6,-6.9,-376.4,13.0,6.9,544.3,629.6,16.7,"1,197.5",87.0,12.9,26.0,431.2,557.0,"2,243.5",92.8,79.7,22.7,"2,438.6","1,005.3",178.7,-1.6,497.8,"1,680.1",-10.2,344.4,178.1,487.1,999.5,"1,321.1",835.7,807.0,313.7,"3,277.5","1,083.1","-3,923.5",-819.6,67.0,"-3,593.1","2,321.4",336.5,118.7,-506.2,"2,270.4",109.4,-16.7,64.3,593.2,750.2,280.4,-33.8,310.3,22.4,579.3,293.6,772.1,-103.7,417.1,"1,379.2",850.7,205.8,177.5,389.6,"1,623.7",376.9,347.2,120.2,415.3,"1,259.6",140.8,224.9,105.8,99.5,571.0,"4,726.6",169.1,456.1,67.3,"5,419.1",-172.6,345.7,-836.5,413.2,-250.2,316.9,107.2,424.1,"21,277.3"
512 Industria fílmica y del video e industria del sonido,14.6,-1.6,42.8,-4.2,51.6,7.0,5.3,-0.3,0.7,12.7,2.2,1.4,-3.2,0.7,1.2,1.4,0.3,0.5,60.0,62.2,1.7,-0.5,-1.0,2.3,2.6,-0.4,0.7,3.2,1.5,4.9,-12.6,-21.8,5.0,-2.9,-32.4,-9.5,12.8,4.7,15.4,23.3,-7.0,0.8,-0.1,2.7,-3.7,-0.2,2.9,3.5,1.1,7.3,C,0.0,C,C,-0.3,C,0.0,10.1,4.1,14.2,3.6,C,14.5,29.3,47.4,14.9,0.0,0.0,0.0,15.0,22.0,C,C,-1.2,13.3,C,C,0.0,-1.0,-4.9,-5.3,-1.9,27.4,-7.4,12.9,-5.9,-4.2,C,2.7,-2.6,6.9,C,6.3,231.1
5121 Industria fílmica y del video,14.6,0.3,42.8,-4.2,53.5,7.0,5.3,-0.3,0.7,12.7,2.2,1.4,-3.2,0.7,1.2,1.4,0.3,0.5,60.0,62.2,1.7,-0.5,-1.0,2.3,2.6,-0.5,0.7,3.2,1.5,4.9,-12.6,-21.8,5.0,-2.9,-32.4,-9.5,8.5,4.4,14.6,18.0,-7.0,0.8,-0.1,2.7,-3.7,-0.2,1.1,C,1.1,2.1,C,0.0,C,C,-0.3,0.0,0.0,10.1,0.0,10.1,1.7,C,14.5,29.3,45.6,16.7,0.0,C,0.0,16.7,22.0,C,C,C,20.9,C,C,0.0,C,-1.0,C,C,27.4,-7.4,14.9,-5.9,-4.2,C,2.7,-2.6,1.4,C,0.8,226.1
5122 Industria del sonido,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,4.3,C,C,5.3,0.0,C,0.0,0.0,C,0.0,C,C,0.0,C,0.0,C,0.0,0.0,C,C,C,0.0,C,4.1,C,C,C,0.0,1.8,C,C,C,C,-1.8,C,C,C,C,-7.6,C,0.0,0.0,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,C,4.9
513 Edición de periódicos revistas  libros directorios software y otros materiales,4.0,18.9,13.7,25.5,62.1,17.5,4.8,11.9,13.0,47.2,-10.0,35.8,15.9,10.0,51.7,-0.7,27.2,26.5,25.4,78.3,127.7,-25.7,-8.0,-17.4,76.6,-5.3,2.3,-0.4,14.7,11.3,69.4,33.2,4.5,91.9,198.9,257.4,95.3,146.7,48.6,548.1,192.7,77.1,67.9,71.9,409.7,72.0,9.1,6.6,13.4,101.1,15.4,-9.6,-45.4,-27.0,-66.6,11.1,-5.9,0.4,0.8,6.4,16.4,153.7,-7.5,70.3,233.0,41.8,-60.7,-98.9,40.0,-77.8,14.8,-30.3,-23.6,-29.4,-68.6,109.1,-65.1,-5.9,73.2,111.3,-31.7,7.4,-55.0,52.2,-27.2,-53.8,194.6,34.7,223.4,399.0,114.7,165.8,280.5,"2,374.8"
5131 Edición de periódicos  revistas  libros  directorios y otros materiales,C,C,C,C,-1.7,C,C,C,0.8,-0.6,C,C,C,0.0,-1.2,C,C,C,19.5,18.6,C,-0.1,C,-0.9,-2.3,-1.0,1.0,1.1,0.3,1.4,-0.4,0.9,-0.4,-0.2,0.0,0.0,1.0,15.6,0.6,17.3,43.2,C,0.0,-2.0,41.3,0.3,C,0.0,1.8,2.1,0.0,0.0,0.0,C,1.5,C,-9.1,1.3,C,-5.1,1.6,-1.5,-1.5,C,-1.4,39.4,2.0,3.0,C,46.3,0.9,1.9,0.0,1.8,4.6,0.0,21.3,13.0,C,41.5,5.0,1.4,0.0,1.4,7.8,C,0.0,C,0.0,4.1,C,C,1.1,175.2
5132 Edición de software,5.8,18.6,13.0,26.4,63.8,18.7,5.2,11.7,12.2,47.8,-9.7,37.3,15.3,10.0,52.9,0.8,26.7,26.3,5.9,59.7,128.6,-25.6,-7.7,-16.4,78.9,-4.3,1.3,-1.5,14.4,9.9,69.8,32.3,4.9,92.0,198.9,257.4,94.3,131.1,48.0,530.8,149.5,77.1,67.9,73.9,368.4,71.7,9.1,6.6,11.6,99.0,15.4,-9.6,-45.4,-28.5,-68.1,11.2,3.2,-0.9,-2.1,11.4,14.9,155.2,-6.0,70.3,234.4,2.3,-62.6,-102.0,38.2,-124.1,13.9,-32.2,-23.6,-31.2,-73.2,109.1,-86.5,-18.9,66.1,69.8,-36.8,6.0,-55.0,50.8,-35.0,-53.8,194.6,30.6,223.4,394.8,115.6,163.7,279.3,"2,199.6"
516 Radio y televisión y provisión de contenido,21.0,C,C,0.0,14.5,C,C,C,-417.0,-416.5,0.0,0.0,34.5,0.0,34.5,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,"1,088.3",C,C,C,C,223.2,C,C,C,C,C,62.1,C,C,C,251.5,70.6,C,0.0,C,-608.0,C,C,0.0,0.0,C,C,0.0,C,C,190.0,4.0,0.0,C,C,4.0,C,C,C,C,-13.7,C,C,C,C,C,C,C,C,C,-12.0,C,C,436.1,28.0,"5,318.4",198.3,0.1,4.6,-10.7,192.3,C,-88.0,-79.0,"6,299.3"
5161 Estaciones de transmisión de programas de radio y televisión,C,0.0,C,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
5162 Servicios de distribución de audio y video en tiempo real (streaming)  redes sociales  cadenas de radio y televisión y otros proveedores de contenido,C,C,0.0,0.0,14.5,C,C,0.0,C,-416.5,0.0,0.0,34.5,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,"1,088.3",C,C,C,C,223.2,C,C,C,C,C,62.1,C,C,C,249.8,69.3,C,0.0,C,-609.2,0.0,C,0.0,0.0,C,0.0,0.0,C,C,C,C,0.0,C,C,-0.9,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-12.0,C,C,436.1,28.0,"5,318.4",198.3,0.1,4.6,-10.7,192.3,C,-88.0,-79.0,"6,293.1"
517 Telecomunicaciones,92.7,229.3,21.5,188.0,531.4,297.8,48.6,-7.7,29.5,368.2,12.7,505.4,580.9,5.8,"1,104.8",85.1,-25.6,-2.2,353.6,410.9,"2,112.3",118.0,74.6,87.2,"2,392.2",-101.2,124.6,-20.5,502.1,505.1,-52.4,274.7,164.2,207.2,593.7,"1,090.3",724.9,618.9,248.5,"2,682.6",810.9,"-4,067.6",-950.0,-71.0,"-4,277.7","2,178.9",254.2,108.7,207.9,"2,749.7",93.0,-13.1,103.9,500.8,684.6,252.2,-49.1,106.4,12.1,321.7,271.0,601.4,-115.9,305.8,"1,062.2",788.6,238.8,282.2,351.5,"1,661.2",328.0,325.5,123.4,323.1,"1,100.0",24.5,233.9,111.8,12.5,382.7,30.8,72.8,68.3,-97.6,74.3,-250.1,49.7,-842.4,95.2,-947.6,257.9,-0.8,257.1,"11,657.2"
